   23.0000000       102.783913      -500.106934      -124.472977    
   23.0000000       102.822823      -500.106934      -120.490379    
   23.0000000       102.861488      -500.106934      -116.532669    
   23.0000000       102.899940      -500.106934      -112.597160    
   23.0000000       102.938385      -500.106934      -108.662262    
   24.0000000       102.774651      -388.972046      -124.472977    
   24.0000000       102.813858      -388.972046      -120.490379    
   24.0000000       102.852821      -388.972046      -116.532669    
   24.0000000       102.891563      -388.972046      -112.597160    
   24.0000000       102.930298      -388.972046      -108.662262    
   25.0000000       102.764862      -277.837189      -124.472977    
   25.0000000       102.804382      -277.837189      -120.490379    
   25.0000000       102.843658      -277.837189      -116.532669    
   25.0000000       102.882706      -277.837189      -112.597160    
   25.0000000       102.921753      -277.837189      -108.662262    
   26.0000000       102.754539      -166.702316      -124.472977    
   26.0000000       102.794388      -166.702316      -120.490379    
   26.0000000       102.833992      -166.702316      -116.532669    
   26.0000000       102.873367      -166.702316      -112.597160    
   26.0000000       102.912743      -166.702316      -108.662262    
   27.0000000       102.743652      -55.5674362      -124.472977    
   27.0000000       102.783852      -55.5674362      -120.490379    
   27.0000000       102.823799      -55.5674362      -116.532669    
   27.0000000       102.863518      -55.5674362      -112.597160    
   27.0000000       102.903236      -55.5674362      -108.662262    
   28.0000000       102.732185       55.5674362      -124.472977    
   28.0000000       102.772751       55.5674362      -120.490379    
   28.0000000       102.813065       55.5674362      -116.532669    
   28.0000000       102.853149       55.5674362      -112.597160    
   28.0000000       102.893227       55.5674362      -108.662262    
   29.0000000       102.720116       166.702316      -124.472977    
   29.0000000       102.761070       166.702316      -120.490379    
   29.0000000       102.801765       166.702316      -116.532669    
   29.0000000       102.842232       166.702316      -112.597160    
   29.0000000       102.882690       166.702316      -108.662262    
   30.0000000       102.707413       277.837189      -124.472977    
   30.0000000       102.748772       277.837189      -120.490379    
   30.0000000       102.789871       277.837189      -116.532669    
   30.0000000       102.830742       277.837189      -112.597160    
   30.0000000       102.871597       277.837189      -108.662262    
   31.0000000       102.694054       388.972046      -124.472977    
   31.0000000       102.735840       388.972046      -120.490379    
   31.0000000       102.777367       388.972046      -116.532669    
   31.0000000       102.818657       388.972046      -112.597160    
   31.0000000       102.859940       388.972046      -108.662262    
   32.0000000       102.680016       500.106934      -124.472977    
   32.0000000       102.722244       500.106934      -120.490379    
   32.0000000       102.764221       500.106934      -116.532669    
   32.0000000       102.805954       500.106934      -112.597160    
   32.0000000       102.847679       500.106934      -108.662262    
