   23.0000000       103.694603      -500.106934      -31.2591152    
   23.0000000       103.703850      -500.106934      -30.3122540    
   23.0000000       103.713058      -500.106934      -29.3701973    
   23.0000000       103.722237      -500.106934      -28.4304180    
   23.0000000       103.731506      -500.106934      -27.4815178    
   24.0000000       103.692276      -388.972046      -31.2591152    
   24.0000000       103.701599      -388.972046      -30.3122540    
   24.0000000       103.710869      -388.972046      -29.3701973    
   24.0000000       103.720123      -388.972046      -28.4304180    
   24.0000000       103.729462      -388.972046      -27.4815178    
   25.0000000       103.689819      -277.837189      -31.2591152    
   25.0000000       103.699211      -277.837189      -30.3122540    
   25.0000000       103.708565      -277.837189      -29.3701973    
   25.0000000       103.717888      -277.837189      -28.4304180    
   25.0000000       103.727303      -277.837189      -27.4815178    
   26.0000000       103.687225      -166.702316      -31.2591152    
   26.0000000       103.696701      -166.702316      -30.3122540    
   26.0000000       103.706123      -166.702316      -29.3701973    
   26.0000000       103.715530      -166.702316      -28.4304180    
   26.0000000       103.725021      -166.702316      -27.4815178    
   27.0000000       103.684494      -55.5674362      -31.2591152    
   27.0000000       103.694046      -55.5674362      -30.3122540    
   27.0000000       103.703560      -55.5674362      -29.3701973    
   27.0000000       103.713043      -55.5674362      -28.4304180    
   27.0000000       103.722618      -55.5674362      -27.4815178    
   28.0000000       103.681610       55.5674362      -31.2591152    
   28.0000000       103.691254       55.5674362      -30.3122540    
   28.0000000       103.700851       55.5674362      -29.3701973    
   28.0000000       103.710426       55.5674362      -28.4304180    
   28.0000000       103.720085       55.5674362      -27.4815178    
   29.0000000       103.678581       166.702316      -31.2591152    
   29.0000000       103.688316       166.702316      -30.3122540    
   29.0000000       103.698006       166.702316      -29.3701973    
   29.0000000       103.707664       166.702316      -28.4304180    
   29.0000000       103.717422       166.702316      -27.4815178    
   30.0000000       103.675392       277.837189      -31.2591152    
   30.0000000       103.685226       277.837189      -30.3122540    
   30.0000000       103.695007       277.837189      -29.3701973    
   30.0000000       103.704765       277.837189      -28.4304180    
   30.0000000       103.714622       277.837189      -27.4815178    
   31.0000000       103.672035       388.972046      -31.2591152    
   31.0000000       103.681969       388.972046      -30.3122540    
   31.0000000       103.691856       388.972046      -29.3701973    
   31.0000000       103.701714       388.972046      -28.4304180    
   31.0000000       103.711670       388.972046      -27.4815178    
   32.0000000       103.668510       500.106934      -31.2591152    
   32.0000000       103.678551       500.106934      -30.3122540    
   32.0000000       103.688538       500.106934      -29.3701973    
   32.0000000       103.698509       500.106934      -28.4304180    
   32.0000000       103.708572       500.106934      -27.4815178    
